maker,name,kakakucom-id,mount,lens-type,focus-mode,lens-class,support-FF,support-APSC,lens_construction,aperture_blades,focal_length,minimum_focusing_distance,maximum_magnification,maximum_aperture,angle_of_view,stabilization,splash-proof,dust-proof,wide-lens,telephoto-lens,macro-lens,high-magnification-lens,fisheye-lens,aori-lens,mirror-lens,blank_1,large-diameter,pancake,filter-diameter,size,weight,blank_2,model_number,minimum_focusing_distance,maximum_focusing_distance,maximum_aperture,minimum_aperture,maximum_angle_of_view,minimum_angle_of_view,minimum_shooting_distance,minimum_shooting_distance_tele,minimum_shooting_distance_wide,teleconverter_14x,teleconverter_20x,sensor_size,description,grade
Lensbaby,Twist 60 [ソニー用],K0000890523,α Eマウント系,単焦点,MF,ポートレートレンズ,TRUE,　,3群4枚,12 枚,60 mm,0.457m,　,F2.5,　,　,　,　,　,　,　,　,　,　,　, ,　,　,46 mm,　,　, ,,,,,,,,,,,,,,,
SAMYANG,50mm F1.2 AS UMC CS シルバー [ソニー用],K0000890848,α Eマウント系,単焦点,MF,ミラーレス標準画角マニュアルフォーカスポートレンズ,　,　,7群9枚,9 枚,50 mm,0.5m,　,F1.2,　,　,　,　,　,　,　,　,　,　,　, ,　,　,62 mm,67.5x74.2 mm,375 g, ,,,,,,,,,,,,,,,
SAMYANG,50mm F1.2 AS UMC CS ブラック [ソニー用],K0000890847,α Eマウント系,単焦点,MF,ミラーレス標準画角マニュアルフォーカスポートレンズ,　,　,7群9枚,9 枚,50 mm,0.5m,　,F1.2,　,　,　,　,　,　,　,　,　,　,　, ,　,　,62 mm,67.5x74.2 mm,375 g, ,,,,,,,,,,,,,,,
Anhui ChangGeng Optical Technology,LAOWA 105mm F2 Bokeh Dreamer [ソニーE用],K0000889803,α Eマウント系,単焦点,MF,スムーストランスフォーカスレンズ,　,　,8群11枚,　,105 mm,0.9m,0.16倍,F2,　,　,　,　,　,　,　,　,　,　,　, ,　,　,67 mm,　,　, ,,,,,,,,,,,,,,,
コシナ,フォクトレンダー HELIAR-HYPER WIDE 10mm F5.6 Aspherical [ソニー用],K0000858557,α Eマウント系,単焦点,MF,超広角レンズ,TRUE,　,10群13枚,10 枚,10 mm,0.3m,　,F5.6,130 度,　,　,　,TRUE,　,　,　,　,　,　, ,　,　,　,67.4x68.5 mm,375 g, ,,,,,,,,,,,,,,,
カールツァイス,Batis 2.8/18,K0000876232,α Eマウント系,単焦点,AF/MF,超広角レンズ,TRUE,　,10群11枚,　,18 mm,0.25m,01:09.5,F2.8,　,　,　,　,TRUE,　,　,　,　,　,　, ,TRUE,　,77 mm,　,330 g, ,,,,,,,,,,,,,,,
SONY,FE 50mm F1.8 SEL50F18F,K0000869547,α Eマウント系,単焦点,　,大口径標準単焦点レンズ,TRUE,　,5群6枚,7 枚,50 mm,0.45m,0.14倍,F1.8,47 度,　,　,　,　,　,　,　,　,　,　, ,TRUE,　,49 mm,68.6x59.5 mm,186 g, ,,,,,,,,,,,,,,,
SONY,FE 70-300mm F4.5-5.6 G OSS SEL70300G,K0000869546,α Eマウント系,望遠ズーム,AF/MF,高解像望遠ズームレンズ,TRUE,　,13群16枚,9 枚,70〜300 mm,0.9m,0.31倍,F4.5-5.6,34〜8.1 度,TRUE,TRUE,TRUE,　,TRUE,　,　,　,　,　, ,　,　,72 mm,84x143.5 mm,854 g, ,,,,,,,,,,,,,,,
SONY,FE 24-70mm F2.8 GM SEL2470GM,K0000857120,α Eマウント系,標準ズーム,AF/MF,大口径標準ズームレンズ,TRUE,　,13群18枚,9 枚,24〜70 mm,0.38m,0.24倍,F2.8,84〜34 度,　,TRUE,TRUE,　,　,　,　,　,　,　, ,TRUE,　,82 mm,87.6x136 mm,886 g, ,,,,,,,,,,,,,,,
SONY,FE 85mm F1.4 GM SEL85F14GM,K0000857121,α Eマウント系,単焦点,AF/MF,ポートレートレンズ,TRUE,　,8群11枚,11 枚,85 mm,0.8m,0.12倍,F1.4,29 度,　,TRUE,TRUE,　,　,　,　,　,　,　, ,　,　,77 mm,89.5x107.5 mm,820 g, ,,,,,,,,,,,,,,,
コシナ,フォクトレンダー SUPER WIDE-HELIAR 15mm F4.5 Aspherical III [ソニー用],K0000858558,α Eマウント系,単焦点,MF,超広角レンズ,TRUE,　,9群11枚,10 枚,15 mm,0.3m,　,F4.5,110 度,　,　,　,TRUE,　,　,　,　,　,　, ,　,　,58 mm,66.4x62.3 mm,298 g, ,,,,,,,,,,,,,,,
Anhui ChangGeng Optical Technology,LAOWA 60mm F2.8 Ultra-Macro [ソニーE用],K0000868722,α Eマウント系,単焦点,MF,スーパーマクロレンズ,　,　,7群9枚,14 枚,60 mm,0.185m,1:02,F2.8,　,　,　,　,　,　,TRUE,　,　,　,　, ,　,　,62 mm,　,503 g, ,,,,,,,,,,,,,,,
Anhui ChangGeng Optical Technology,LAOWA 15mm F4 Wide Angle Macro with Shift [ソニーE用],K0000868717,α Eマウント系,単焦点,MF,ワイドマクロレンズ,TRUE,　,9群12枚,14 枚,15 mm,0.12m,1:01,F4,110 度,　,　,　,TRUE,　,TRUE,　,　,TRUE,　, ,　,　,77 mm,　,410 g, ,,,,,,,,,,,,,,,
シグマ,30mm F1.4 DC DN [ソニー用],K0000858043,α Eマウント系,単焦点,AF/MF,大口径標準レンズ,　,TRUE,7群9枚,9 枚,30 mm,0.3m,1:07,F1.4,50.7 度,　,　,　,　,　,　,　,　,　,　, ,TRUE,　,52 mm,64.8x73.3 mm,265 g, ,,,,,,,,,,,,,,,
中一光学,SPEEDMASTER 35mm F0.95 II [ソニーE用],K0001028589,α Eマウント系,単焦点,MF,超大口径レンズ,　,TRUE,8群11枚,9 枚,35 mm,0.35m,0.13倍,F0.95,　,　,　,　,　,　,　,　,　,　,　, ,TRUE,　,55 mm,62x59.5 mm,440 g, ,,,,,,,,,,,,,,,
カールツァイス,Loxia 2.8/21,K0000845618,α Eマウント系,単焦点,MF,超広角レンズ,TRUE,　,9群11枚,　,21 mm,0.25m,　,F2.8,　,　,　,　,TRUE,　,　,　,　,　,　, ,　,　,52 mm,62.1x72 mm,394 g, ,,,,,,,,,,,,,,,
Lensbaby,コンポーザープロII エッジ50 [ソニーE用],K0000835674,α Eマウント系,単焦点,MF,ティルトレンズ,TRUE,　,6群8枚,9 枚,50 mm,0.203m,　,F3.2,　,　,　,　,　,　,　,　,　,TRUE,　, ,　,　,46 mm,82.5x63.5 mm,283.5 g, ,,,,,,,,,,,,,,,
カールツァイス,Batis 1.8/85,K0000796314,α Eマウント系,単焦点,AF/MF,中望遠レンズ,TRUE,　,8群11枚,　,85 mm,0.8m,　,F1.8,　,TRUE,　,　,　,　,　,　,　,　,　, ,TRUE,　,67 mm,78x92 mm,475 g, ,,,,,,,,,,,,,,,
カールツァイス,Batis 2/25,K0000796313,α Eマウント系,単焦点,AF/MF,広角レンズ,TRUE,　,8群10枚,　,25 mm,0.2m,　,F2,82 度,　,TRUE,TRUE,TRUE,　,　,　,　,　,　, ,TRUE,　,67 mm,78x78 mm,335 g, ,,,,,,,,,,,,,,,
SONY,Distagon T* FE 35mm F1.4 ZA SEL35F14Z,K0000766262,α Eマウント系,単焦点,AF/MF,大口径高性能広角単焦点レンズ,TRUE,　,8群12枚,9 枚,35 mm,0.3m,0.18倍,F1.4,63 度,　,TRUE,TRUE,TRUE,　,　,　,　,　,　, ,TRUE,　,72 mm,78.5x112 mm,630 g, ,,,,,,,,,,,,,,,
SONY,FE 90mm F2.8 Macro G OSS SEL90M28G,K0000786198,α Eマウント系,単焦点,AF/MF,中望遠マクロレンズ,TRUE,　,11群15枚,9 枚,90 mm,0.28m,1倍,F2.8,27 度,TRUE,TRUE,TRUE,　,　,TRUE,　,　,　,　, ,　,　,62 mm,79x130.5 mm,602 g, ,,,,,,,,,,,,,,,
中一光学,SPEEDMASTER 85mm F1.2 [ソニーE用],K0001028585,α Eマウント系,単焦点,MF,大口径中望遠レンズ,TRUE,　,6群9枚,11 枚,85 mm,1m,0.09倍,F1.2,29 度,　,　,　,　,　,　,　,　,　,　, ,TRUE,　,77 mm,83x120 mm,1050 g, ,,,,,,,,,,,,,,,
SONY,FE 28mm F2 SEL28F20,K0000766263,α Eマウント系,単焦点,AF/MF,広角単焦点レンズ,TRUE,　,8群9枚,9 枚,28 mm,0.25m,0.16倍,F2,75 度,　,TRUE,TRUE,TRUE,　,　,　,　,　,　, ,　,　,49 mm,64x60 mm,200 g, ,,,,,,,,,,,,,,,
SONY,FE 24-240mm F3.5-6.3 OSS SEL24240,K0000750275,α Eマウント系,標準ズーム,　,高倍率ズームレンズ,TRUE,　,12群17枚,7 枚,24〜240 mm,0.5m,0.27倍,F3.5-6.3,84〜10 度,TRUE,TRUE,TRUE,　,　,　,TRUE,　,　,　, ,　,　,72 mm,80.5x118.5 mm,780 g, ,,,,,,,,,,,,,,,
SONY,FE PZ 28-135mm F4 G OSS SELP28135G,K0000694064,α Eマウント系,標準ズーム,AF/MF,電動ズームレンズ,TRUE,　,12群18枚,9 枚,28〜135 mm,0.4m,0.15倍,F4,75〜18 度,TRUE,　,　,　,　,　,　,　,　,　, ,　,　,95 mm,105x162.5 mm,1215 g, ,,,,,,,,,,,,,,,
SONY,Vario-Tessar T* FE 16-35mm F4 ZA OSS SEL1635Z,K0000694063,α Eマウント系,広角ズーム,　,高性能広角ズームレンズ,TRUE,　,10群12枚,7 枚,16〜35 mm,0.28m,0.19倍,F4,107〜63 度,TRUE,TRUE,TRUE,TRUE,　,　,　,　,　,　, ,　,　,72 mm,78x98.5 mm,518 g, ,,,,,,,,,,,,,,,
カールツァイス,Touit 2.8/50M [ソニー用],K0000626633,α Eマウント系,単焦点,AF,等倍撮影マクロレンズ,　,TRUE,11群14枚,　,50 mm,0.15m,　,F2.8,　,　,　,　,　,　,TRUE,　,　,　,　, ,　,　,52 mm,65x91 mm,290 g, ,,,,,,,,,,,,,,,
SONY,FE 70-200mm F4 G OSS SEL70200G,K0000586365,α Eマウント系,望遠ズーム,AF/MF,望遠ズームレンズ,TRUE,　,15群21枚,9 枚,70〜200 mm,1m,0.13倍,F4,34〜12 度,TRUE,TRUE,TRUE,　,TRUE,　,　,　,　,　, ,　,　,72 mm,80x175 mm,840 g, ,,,,,,,,,,,,,,,
SONY,E 55-210mm F4.5-6.3 OSS SEL55210 (B) [ブラック],K0000615548,α Eマウント系,望遠ズーム,AF,望遠ズームレンズ,　,TRUE,9群13枚,7 枚,55〜210 mm,1m,0.225倍,F4.5-6.3,28.2〜7.8 度,TRUE,　,　,　,TRUE,　,　,　,　,　, ,　,　,49 mm,63.8x108 mm,345 g, ,,,,,,,,,,,,,,,
SONY,FE 28-70mm F3.5-5.6 OSS SEL2870,K0000586364,α Eマウント系,標準ズーム,AF,標準ズームレンズ,TRUE,　,8群9枚,7 枚,28〜70 mm,0.3m,0.19倍,F3.5-5.6,75〜34 度,TRUE,　,　,　,　,　,　,　,　,　, ,　,　,55 mm,72.5x83 mm,295 g, ,,,,,,,,,,,,,,,
SONY,Vario-Tessar T* FE 24-70mm F4 ZA OSS SEL2470Z,K0000586363,α Eマウント系,標準ズーム,AF,高性能標準ズームレンズ,TRUE,　,10群12枚,7 枚,24〜70 mm,0.4m,0.2倍,F4,84〜34 度,TRUE,TRUE,TRUE,　,　,　,　,　,　,　, ,　,　,67 mm,73x94.5 mm,426 g, ,,,,,,,,,,,,,,,
SONY,Sonnar T* FE 55mm F1.8 ZA SEL55F18Z,K0000586362,α Eマウント系,単焦点,AF,単焦点標準大口径レンズ,TRUE,　,5群7枚,9 枚,55 mm,0.5m,0.14倍,F1.8,43 度,　,TRUE,TRUE,　,　,　,　,　,　,　, ,TRUE,　,49 mm,64.4x70.5 mm,281 g, ,,,,,,,,,,,,,,,
SONY,E PZ 18-105mm F4 G OSS SELP18105G,K0000566672,α Eマウント系,標準ズーム,AF/MF,高性能中倍率ズームレンズ,　,TRUE,12群16枚,7 枚,18〜105 mm,0.45m,0.11倍,F4,76〜15 度,TRUE,　,　,　,　,　,　,　,　,　, ,　,　,72 mm,78x110 mm,427 g, ,,,,,,,,,,,,,,,
SONY,Sonnar T* FE 35mm F2.8 ZA SEL35F28Z,K0000586361,α Eマウント系,単焦点,AF,広角単焦点レンズ,TRUE,　,5群7枚,7 枚,35 mm,0.35m,0.12倍,F2.8,63 度,　,TRUE,TRUE,TRUE,　,　,　,　,　,　, ,　,　,49 mm,61.5x36.5 mm,120 g, ,,,,,,,,,,,,,,,
SONY,E 50mm F1.8 OSS SEL50F18 (B) [ブラック],K0000577470,α Eマウント系,単焦点,AF,中望遠レンズ,　,TRUE,8群9枚,7 枚,50 mm,0.39m,0.16倍,F1.8,32 度,TRUE,　,　,　,　,　,　,　,　,　, ,　,　,49 mm,62x62 mm,202 g, ,,,,,,,,,,,,,,,
SONY,Vario-Tessar T* E 16-70mm F4 ZA OSS SEL1670Z,K0000566671,α Eマウント系,標準ズーム,AF,カールツァイス標準ズームレンズ,　,TRUE,12群16枚,7 枚,16〜70 mm,0.35m,0.23倍,F4,83〜23 度,TRUE,　,　,　,　,　,　,　,　,　, ,　,　,55 mm,66.6x75 mm,308 g, ,,,,,,,,,,,,,,,
シグマ,19mm F2.8 DN ブラック [ソニー用],K0000476451,α Eマウント系,単焦点,AF,高性能広角レンズ,　,　,6群8枚,7 枚,19 mm,0.2m,01:07.4,F2.8,73.5 度,　,　,　,TRUE,　,　,　,　,　,　, ,　,　,46 mm,60.8x45.7 mm,　, ,,,,,,,,,,,,,,,
シグマ,30mm F2.8 DN ブラック [ソニー用],K0000476455,α Eマウント系,単焦点,AF,高性能標準レンズ,　,　,5群7枚,7 枚,30 mm,0.3m,01:08.1,F2.8,50.7 度,　,　,　,　,　,　,　,　,　,　, ,　,　,46 mm,60.8x41.7 mm,150 g, ,,,,,,,,,,,,,,,
SONY,E 20mm F2.8 SEL20F28,K0000472869,α Eマウント系,単焦点,AF,広角パンケーキレンズ,　,TRUE,6群6枚,7 枚,20 mm,0.2m,0.12倍,F2.8,　,　,　,　,TRUE,　,　,　,　,　,　, ,　,TRUE,49 mm,62.6x20.4 mm,69 g, ,,,,,,,,,,,,,,,
SONY,E PZ 18-200mm F3.5-6.3 OSS SELP18200,K0000472870,α Eマウント系,標準ズーム,AF,高倍率ズームレンズ,　,TRUE,　,7 枚,18〜200 mm,0.3m,0.35倍,F3.5-6.3,　,TRUE,　,　,　,　,　,TRUE,　,　,　, ,　,　,67 mm,93.2x99 mm,649 g, ,,,,,,,,,,,,,,,
SONY,E PZ 16-50mm F3.5-5.6 OSS SELP1650,K0000434054,α Eマウント系,標準ズーム,AF,標準ズームレンズ,　,TRUE,8群9枚,7 枚,16〜50 mm,0.25m,0.215倍,F3.5-5.6,83〜32 度,TRUE,　,　,　,　,　,　,　,　,　, ,　,　,40.5 mm,64.7x29.9 mm,116 g, ,,,,,,,,,,,,,,,
SONY,E 35mm F1.8 OSS SEL35F18,K0000434056,α Eマウント系,単焦点,AF,単焦点,　,TRUE,6群8枚,7 枚,35 mm,0.3m,0.15倍,F1.8,44 度,TRUE,　,　,　,　,　,　,　,　,　, ,　,　,49 mm,63x45 mm,154 g, ,,,,,,,,,,,,,,,
SONY,E 10-18mm F4 OSS SEL1018,K0000434055,α Eマウント系,広角ズーム,AF,超広角ズームレンズ,　,TRUE,8群10枚,7 枚,10〜18 mm,0.25m,0.1倍,F4,109〜76 度,TRUE,　,　,TRUE,　,　,　,　,　,　, ,　,　,62 mm,70x63.5 mm,225 g, ,,,,,,,,,,,,,,,
SONY,E 18-200mm F3.5-6.3 OSS LE SEL18200LE,K0000376677,α Eマウント系,標準ズーム,AF,高倍率ズームレンズ,　,TRUE,13群17枚,7 枚,18〜200 mm,0.5m,0.27倍,F3.5-6.3,76〜8 度,TRUE,　,　,　,　,　,TRUE,　,　,　, ,　,　,62 mm,68x97.1 mm,460 g, ,,,,,,,,,,,,,,,
SONY,E 50mm F1.8 OSS SEL50F18,K0000281851,α Eマウント系,単焦点,AF,中望遠レンズ,　,TRUE,8群9枚,7 枚,50 mm,0.39m,0.16倍,F1.8,32 度,TRUE,　,　,　,　,　,　,　,　,　, ,　,　,49 mm,62x62 mm,202 g, ,,,,,,,,,,,,,,,
TAMRON,18-200mm F/3.5-6.3 Di III VC (Model B011) シルバー [ソニー用],K0000321363,α Eマウント系,標準ズーム,AF/MF,高倍率ズームレンズ,　,　,13群17枚,7 枚,18〜200 mm,0.5m,01:03.7,F3.5-6.3,76.10〜8.03 度,TRUE,　,　,　,　,　,TRUE,　,　,　, ,　,　,62 mm,68x96.7 mm,460 g, ,,,,,,,,,,,,,,,
TAMRON,18-200mm F/3.5-6.3 Di III VC (Model B011) ブラック [ソニー用],K0000321338,α Eマウント系,標準ズーム,AF/MF,高倍率ズームレンズ,　,　,13群17枚,7 枚,18〜200 mm,0.5m,01:03.7,F3.5-6.3,76.10〜8.03 度,TRUE,　,　,　,　,　,TRUE,　,　,　, ,　,　,62 mm,68x96.7 mm,460 g, ,,,,,,,,,,,,,,,
SONY,Sonnar T* E 24mm F1.8 ZA SEL24F18Z,K0000281850,α Eマウント系,単焦点,AF,　,　,TRUE,7群8枚,7 枚,24 mm,0.16m,0.25倍,F1.8,61 度,　,　,　,TRUE,　,　,　,　,　,　, ,　,　,49 mm,63x65.5 mm,225 g, ,,,,,,,,,,,,,,,
SONY,E 55-210mm F4.5-6.3 OSS SEL55210,K0000281852,α Eマウント系,望遠ズーム,AF,望遠ズームレンズ,　,TRUE,9群13枚,7 枚,55〜210 mm,1m,0.225倍,F4.5-6.3,28.2〜7.8 度,TRUE,　,　,　,TRUE,　,　,　,　,　, ,　,　,49 mm,63.8x108 mm,345 g, ,,,,,,,,,,,,,,,
SONY,SEL30M35,K0000260289,α Eマウント系,単焦点,AF,　,　,TRUE,6群7枚,　,30 mm,0.095m,1倍,F3.5,50 度,　,　,　,　,　,TRUE,　,　,　,　, ,　,　,49 mm,62x55.5 mm,138 g, ,,,,,,,,,,,,,,,
SONY,E18-200mm F3.5-6.3 OSS SEL18200,K0000110072,α Eマウント系,標準ズーム,AF/MF,高倍率ズームレンズ,　,TRUE,12群17枚,7 枚,18〜200 mm,0.3m,0.35倍,F3.5-6.3,76〜8 度,TRUE,　,　,　,　,　,TRUE,　,　,　, ,　,　,67 mm,75.5x99 mm,524 g, ,,,,,,,,,,,,,,,
SONY,E16mm F2.8 SEL16F28,K0000110070,α Eマウント系,単焦点,AF/MF,単焦点,　,TRUE,5群5枚,7 枚,16 mm,0.24m,0.078倍,F2.8,83 度,　,　,　,　,　,　,　,　,　,　, ,　,　,49 mm,62x22.5 mm,67 g, ,,,,,,,,,,,,,,,
SONY,E18-55mm F3.5-5.6 OSS SEL1855,K0000110071,α Eマウント系,標準ズーム,AF/MF,　,　,TRUE,9群11枚,7 枚,18〜55 mm,　,　,F3.5-5.6,76〜29 度,TRUE,　,　,　,　,　,　,　,　,　, ,　,　,49 mm,62x60 mm,194 g, ,,,,,,,,,,,,,,,
Meike,MK-6.5mm F2.0 MK065F20SE [ソニーE用],K0001142597,α Eマウント系,単焦点,MF,フィッシュアイレンズ,　,TRUE,5群6枚,　,6.5 mm,　,　,F2,190 度,　,　,　,　,　,　,　,TRUE,　,　, ,　,　,　,61x51.5 mm,300 g, ,,,,,,,,,,,,,,,
SAMYANG,8mm F2.8 UMC FISH-EYE II シルバー [ソニー用],K0000723161,α Eマウント系,単焦点,MF,高品質ウルトラワイドレンズ,　,　,8群11枚,　,8 mm,0.3m,　,F2.8,　,　,　,　,　,　,　,　,TRUE,　,　, ,　,　,　,60x64.5 mm,265 g, ,,,,,,,,,,,,,,,
SAMYANG,8mm F2.8 UMC FISH-EYE II ブラック [ソニー用],K0000723160,α Eマウント系,単焦点,MF,高品質ウルトラワイドレンズ,　,　,8群11枚,　,8 mm,0.3m,　,F2.8,　,　,　,　,　,　,　,　,TRUE,　,　, ,　,　,　,60x64.5 mm,265 g, ,,,,,,,,,,,,,,,
中一光学,FREEWALKER 20mm F2.0 SUPER MACRO 4-4.5：1 [ソニーE用],K0000967885,α Eマウント系,単焦点,MF,マクロレンズ,　,　,4群6枚,3 枚,20 mm,0.12m,4.5：1,F2,　,　,　,　,　,　,TRUE,　,　,　,　, ,　,　,　,62x90 mm,290 g, ,,,,,,,,,,,,,,,
Meike,MK-8mm F3.5 MK08F35SE [ソニーE用],K0001142593,α Eマウント系,単焦点,MF,フィッシュアイレンズ,　,TRUE,8群11枚,　,8 mm,　,　,F3.5,200 度,　,　,　,　,　,　,　,TRUE,　,　, ,　,　,　,77x109 mm,569 g, ,,,,,,,,,,,,,,,
SAMYANG,12mm F2.0 NCS CS シルバー [ソニー用],K0000725782,α Eマウント系,単焦点,MF,ミラーレス用超広角マニュアルフォーカスレンズ,　,　,10群12枚,6 枚,12 mm,0.2m,　,F2,　,　,　,　,TRUE,　,　,　,　,　,　, ,　,　,67 mm,72.5x59.1 mm,245 g, ,,,,,,,,,,,,,,,
SAMYANG,12mm F2.0 NCS CS ブラック [ソニー用],K0000725778,α Eマウント系,単焦点,MF,ミラーレス用超広角マニュアルフォーカスレンズ,　,　,10群12枚,6 枚,12 mm,0.2m,　,F2,　,　,　,　,TRUE,　,　,　,　,　,　, ,　,　,67 mm,72.5x59.1 mm,245 g, ,,,,,,,,,,,,,,,
Meike,MK-12mm F2.8 MK12F28SE [ソニーE用],K0001142601,α Eマウント系,単焦点,MF,広角レンズ,　,TRUE,10群12枚,　,12 mm,　,　,F2.8,99 度,　,　,　,TRUE,　,　,　,　,　,　, ,　,　,72 mm,78x65.8 mm,360 g, ,,,,,,,,,,,,,,,
VILTROX,AF 56mm F1.4 E [ソニーE用],K0001349848,α Eマウント系,単焦点,AF/MF,大口径単焦点レンズ,　,TRUE,9群10枚,9 枚,56 mm,0.6m,0.1倍,F1.4,28 度,　,　,　,　,　,　,　,　,　,　, ,TRUE,　,52 mm,65x72 mm,290 g, ,,,,,,,,,,,,,,,
VILTROX,AF 33mm F1.4 E [ソニーE用],K0001349845,α Eマウント系,単焦点,AF/MF,大口径レンズ,　,TRUE,9群10枚,9 枚,33 mm,0.4m,0.1倍,F1.4,45.7 度,　,　,　,　,　,　,　,　,　,　, ,TRUE,　,52 mm,65x72 mm,270 g, ,,,,,,,,,,,,,,,
VILTROX,AF 23mm F1.4 E [ソニーE用],K0001349842,α Eマウント系,単焦点,AF,大口径レンズ,　,TRUE,10群11枚,9 枚,23 mm,0.3m,0.1倍,F1.4,63.4 度,　,　,　,　,　,　,　,　,　,　, ,TRUE,　,52 mm,65x72 mm,260 g, ,,,,,,,,,,,,,,,
Meike,MK-35mm T2.2 [ソニーE用],K0001389904,α Eマウント系,単焦点,MF,大口径シネレンズ,　,TRUE,8群10枚,　,35 mm,　,　,　,44.4 度,　,　,　,　,　,　,　,　,　,　, ,TRUE,　,77 mm,　,660 g, ,,,,,,,,,,,,,,,
SAMYANG,35mm F1.4 AS UMC [ソニーE用],K0000967111,α Eマウント系,単焦点,MF,単焦点レンズ,TRUE,　,10群12枚,8 枚,35 mm,0.3m,　,F1.4,63.1 度,　,　,　,　,　,　,　,　,　,　, ,　,　,77 mm,83x137.5 mm,735 g, ,,,,,,,,,,,,,,,
SAMYANG,10mm F2.8 ED AS NCS CS [ソニーE用],K0000725775,α Eマウント系,単焦点,MF,超広角マニュアルフォーカスレンズ,　,　,10群14枚,6 枚,10 mm,0.24m,　,F2.8,　,　,　,　,TRUE,　,　,　,　,　,　, ,　,　,　,87x132.1 mm,620 g, ,,,,,,,,,,,,,,,
SAMYANG,8mm T3.1 Cine UMC FISH-EYE II [ソニー用],K0000723164,α Eマウント系,単焦点,MF,ミラーレス用動画レンズ,　,　,8群11枚,6 枚,8 mm,0.3m,　,　,　,　,　,　,　,　,　,　,TRUE,　,　, ,　,　,　,73.6x64.5 mm,270 g, ,,,,,,,,,,,,,,,
Meike,MK-50mm F1.2 [ソニーE用],K0001526515,α Eマウント系,単焦点,MF,大口径マニュアルフォーカスレンズ,TRUE,　,7群12枚,10 枚,50 mm,0.6m,　,F1.2,46.9 度,　,　,　,　,　,　,　,　,　,　, ,TRUE,　,67 mm,　,620 g, ,,,,,,,,,,,,,,,
SAMYANG,16mm F2.0 ED AS UMC CS [ソニーE用],K0000725790,α Eマウント系,単焦点,MF,広角手動焦点レンズ,　,　,11群13枚,8 枚,16 mm,0.2m,　,F2,　,　,　,　,TRUE,　,　,　,　,　,　, ,　,　,77 mm,83x115.4 mm,615 g, ,,,,,,,,,,,,,,,
SAMYANG,12mm F2.8 ED AS NCS FISH-EYE [ソニーE用],K0000736934,α Eマウント系,単焦点,MF,フィッシュアイマニュアルフォーカスレンズ,TRUE,　,8群12枚,7 枚,12 mm,0.2m,　,F2.8,　,　,　,　,　,　,　,　,TRUE,　,　, ,　,　,　,77.3x98.7 mm,525 g, ,,,,,,,,,,,,,,,
KIPON,IBERIT 90mm f/2.4 シルバー [ソニーE用],K0001030141,α Eマウント系,単焦点,MF,　,TRUE,　,4群4枚,10 枚,90 mm,0.7m,　,F2.4,27 度,　,　,　,　,　,　,　,　,　,　, ,　,　,49 mm,58x79 mm,　, ,,,,,,,,,,,,,,,
SAMYANG,135mm F2.0 ED UMC [ソニーE用],K0000997902,α Eマウント系,単焦点,MF,マニュアルフォーカスレンズ,TRUE,　,7群11枚,9 枚,135 mm,0.8m,　,F2,18.8 度,　,　,　,　,　,　,　,　,　,　, ,　,　,77 mm,82x148.1 mm,840 g, ,,,,,,,,,,,,,,,
VILTROX,AF 50mm F1.8 FE [ソニーE用],K0001420097,α Eマウント系,単焦点,AF/MF,単焦点レンズ,TRUE,　,10群11枚,9 枚,50 mm,0.55m,0.1倍,F1.8,47.6 度,　,　,　,　,　,　,　,　,　,　, ,　,　,55 mm,70x88.2 mm,350 g, ,,,,,,,,,,,,,,,
VILTROX,AF 85/1.8 II FE [ソニーE用],K0001272776,α Eマウント系,単焦点,AF,単焦点レンズ,TRUE,　,7群10枚,9 枚,85 mm,0.8m,1:08,F1.8,　,　,　,　,　,　,　,　,　,　,　, ,　,　,72 mm,80x92 mm,484 g, ,,,,,,,,,,,,,,,
VILTROX,AF 24mm F1.8 FE [ソニーE用],K0001420093,α Eマウント系,単焦点,AF/MF,広角レンズ,TRUE,　,9群11枚,9 枚,24 mm,0.3m,0.1倍,F1.8,84 度,　,　,　,TRUE,　,　,　,　,　,　, ,　,　,55 mm,70x85 mm,340 g, ,,,,,,,,,,,,,,,
VILTROX,AF 35mm F1.8 FE [ソニーE用],K0001420095,α Eマウント系,単焦点,AF/MF,単焦点レンズ,TRUE,　,8群10枚,9 枚,35 mm,0.4m,0.1倍,F1.8,63.2 度,　,　,　,　,　,　,　,　,　,　, ,　,　,55 mm,70x88.2 mm,340 g, ,,,,,,,,,,,,,,,
SAMYANG,100mm F2.8 ED UMC MACRO [ソニーE用],K0000997894,α Eマウント系,単焦点,MF,テレーマクロマニュアルフォーカスレンズ,TRUE,　,12群15枚,9 枚,100 mm,0.307m,1:01,F2.8,24.8 度,　,　,　,　,　,TRUE,　,　,　,　, ,　,　,67 mm,72.5x149.1 mm,730 g, ,,,,,,,,,,,,,,,
Meike,MK-25mm T2.2 [ソニーE用],K0001313046,α Eマウント系,単焦点,MF,大口径レンズ,　,TRUE,8群10枚,　,25 mm,0.25m,　,　,49.7 度,　,　,　,　,　,　,　,　,　,　, ,TRUE,　,77 mm,　,　, ,,,,,,,,,,,,,,,
Meike,MK-50mm T2.2 [ソニーE用],K0001313043,α Eマウント系,単焦点,MF,大口径レンズ,　,TRUE,7群9枚,10 枚,50 mm,　,　,　,　,　,　,　,　,　,　,　,　,　,　, ,TRUE,　,77 mm,　,　, ,,,,,,,,,,,,,,,
